date,value,value_10yravg,sd_10yravg,value_2yravg,sd_2yravg,zscore_10yravg,zscore_2yravg
2010-04-01,62.1760233184798,NA,NA,NA,NA,NA,NA
2010-07-01,62.9372242216074,NA,NA,NA,NA,NA,NA
2010-10-01,61.9597196997047,NA,NA,NA,NA,NA,NA
2011-01-01,62.2471630942591,NA,NA,NA,NA,NA,NA
2011-04-01,61.4300894056914,NA,NA,NA,NA,NA,NA
2011-07-01,60.888494849249,NA,NA,NA,NA,NA,NA
2011-10-01,62.0295020110358,NA,NA,NA,NA,NA,NA
2012-01-01,62.6989064538912,NA,NA,62.0458903817398,0.6551794210616956,NA,0.9966980817150899
2012-04-01,61.8550436934451,NA,NA,62.00576792861047,0.6558995898466169,NA,-0.2297977274244328
2012-07-01,61.766632853418,NA,NA,61.85944400758679,0.5384792267170418,NA,-0.17235791013634694
2012-10-01,61.4095635006942,NA,NA,61.79067448271048,0.5585980434315614,NA,-0.6822633671880636
2013-01-01,61.4971861445784,NA,NA,61.69692736400039,0.5334078837187713,NA,-0.3744624433171993
2013-04-01,62.0326367567229,NA,NA,61.772245782879324,0.5328874418113336,NA,0.48864160310943805
2013-07-01,62.076432999096,NA,NA,61.9207380516102,0.4005171118720027,NA,0.38873482023798206
2013-10-01,61.6505058457007,NA,NA,61.873363530943315,0.40815591959261865,NA,-0.5460111554061267
2014-01-01,61.2768266454285,NA,NA,61.69560355488548,0.28974990406387763,NA,-1.4453047389608715
2014-04-01,63.0368784041909,NA,NA,61.8433328937287,0.5589135444886565,NA,2.1354743005095034
2014-07-01,63.0818544862107,NA,NA,62.00773559782779,0.7069569897434524,NA,1.5193553553699206
2014-10-01,64.6235618862653,NA,NA,62.40948539602418,1.1143243569929824,NA,1.986922816814162
2015-01-01,65.172772451152,NA,NA,62.868933684345876,1.404419300220828,NA,1.640420895984463
2015-04-01,66.0048761676094,NA,NA,63.36546361070669,1.7307786010446975,NA,1.5249856655897853
2015-07-01,65.2983590713942,NA,NA,63.76820436974397,1.762548720834093,NA,0.868148882106428
2015-10-01,65.547482931514807,NA,NA,64.25532650547073,1.62695716485537,NA,0.79421662349601
2016-01-01,65.7485815876911,NA,NA,64.81429587325356,1.1580588811374177,NA,0.806768748683933
2016-04-01,65.464458772963,NA,NA,65.11774341935006,0.9192044880720261,NA,0.3771906666166847
2016-07-01,65.2250302346738,NA,NA,65.38564038790796,0.4152580373016313,NA,-0.3867719316832806
2016-10-01,64.7043481330038,NA,NA,65.39573866875027,0.3945439237767247,NA,-1.7523791245552858
2017-01-01,65.3603120822643,NA,NA,65.4191811226393,0.38485601652885193,NA,-0.15296380424544417
2017-04-01,64.6896476616265,NA,NA,65.25477755939144,0.37980280717672477,NA,-1.4879560842792527
2017-07-01,63.8441641467166,NA,NA,65.07300319380674,0.6248824687588616,NA,-1.966512277950211
2017-10-01,63.53429563278,NA,NA,64.82135478146489,0.790047127683544,NA,-1.6290916118619512
2018-01-01,62.7269933869566,NA,NA,64.44365625637307,0.9823130095775484,NA,-1.7475721614994582
2018-04-01,62.7943250670574,NA,NA,64.10988954313488,1.0379668164764362,NA,-1.2674436746864433
2018-07-01,62.4083271514207,NA,NA,63.75780165772824,1.082436046498348,NA,-1.2467013738807493
2018-10-01,61.9526544245598,NA,NA,63.41383994417274,1.1721654919565134,NA,-1.2465693024062756
2019-01-01,61.7614647517059,NA,NA,62.96398402785294,0.9957359670447098,NA,-1.207668815776584
2019-04-01,61.7864315028853,NA,NA,62.601082008010295,0.7833593206320134,NA,-1.0399448677877932
2019-07-01,61.3099740143714,NA,NA,62.284308241467144,0.7185803932412705,NA,-1.3559154080183804
2019-10-01,61.6139906850363,NA,NA,62.04427012299918,0.5398961847737302,NA,-0.7969669912433447
2020-01-01,60.7477164839534,62.959261315275135,1.5845012169202344,61.79686051012378,0.6285656442320013,-1.3957356470954798,-1.6691081286382654
2020-04-01,61.8531601092161,62.95118973504354,1.5894081486158358,61.67921489039362,0.48743842857287356,-0.6908418248539131,0.3568557762910898
2020-07-01,61.3083149796341,62.910467003994214,1.6105025577002416,61.54171336892029,0.39962165301492997,-0.9948149518296636,-0.5840484055989676
2020-10-01,60.4510887521358,62.87275123030499,1.65050685930346,61.35401765986729,0.5150082286249152,-1.4672235165330783,-1.7532320020251488
2021-01-01,58.9228776054494,62.789644093084746,1.7626947035411853,60.99919426658523,0.970556985671136,-2.1936677292256914,-2.139304226119256
2021-04-01,59.4322714362373,62.7396986438484,1.8292522809757934,60.70492425825422,1.051299333795256,-1.8080760330372747,-1.2105522957220631
2021-07-01,59.1842397393504,62.697092266100924,1.8922386198674366,60.4392074738766,1.141312837251461,-1.8564532453082576,-1.0995825978339495
2021-10-01,59.249846456985,62.627600877249655,1.9669498551937725,60.14368944537019,1.0989593610856887,-1.7172549728940096,-0.8133539965501054
2022-01-01,58.7986620819862,62.530094767952036,2.057893918048033,59.90005764512429,1.1602573639011962,-1.8132288808672887,-0.9492683239129024
2022-04-01,58.9680420132333,62.45791972594674,2.1314875276843996,59.53941788312644,0.8813087388963395,-1.6372968020623426,-0.6483265678366823
2022-07-01,59.7391958591179,62.40723380108924,2.1720670974140535,59.34327799306192,0.5398522420397244,-1.228340480433484,0.7333819056860531
2022-10-01,60.1006181539599,62.37451016742087,2.197197748055539,59.29946916828993,0.44256538484049673,-1.0349054906292827,1.8102386971785136
2023-01-01,58.5163257738241,62.29998865815202,2.2768240981263275,59.248650189336765,0.5101653319031795,-1.661816074171745,-1.4354648772011167
2023-04-01,59.4608320755496,62.23569354112269,2.320461766362883,59.2522202692508,0.5117313871121333,-1.1958229632554749,0.40765880607023564
2023-07-01,59.4145075995742,62.169145406134646,2.36292815728247,59.281003751778776,0.5138330749094646,-1.1657729830129364,0.25981949063700716
2023-10-01,59.1818761942592,62.10742966484861,2.408618002646965,59.27250746893805,0.5149825244136876,-1.2146191165948075,-0.1759890294957741
2024-01-01,58.4171035208567,62.035936586734316,2.4754193733730654,59.22481264879686,0.5788457850229287,-1.4619070630228237,-1.3953787845378713
2024-04-01,58.9364592604935,61.93342610814187,2.5174513013590207,59.22086480470439,0.5809510593287234,-1.190476592746994,-0.4895516406141261
2024-07-01,58.1469934552165,61.81005458236702,2.5798739995795654,59.021839504216715,0.6469900600642944,-1.4198604768091305,-1.3521785001044284
2024-10-01,57.2790454350136,61.62644167108573,2.63526341208219,58.66914291434843,0.737619886742299,-1.6497008291998934,-1.8845715853380767
2025-01-01,57.7892233155458,61.441852942695576,2.6390789941238433,58.57825510706364,0.8011957452136066,-1.384054677894334,-0.9848177505079977
2025-04-01,57.7360432528756,61.235132119827234,2.5959894320118395,58.36265650422939,0.7608190132744216,-1.3478825544524327,-0.8236035646072647
